payment_id,subscription_id,user_id,payment_date,amount,payment_method,payment_status,invoice_number
3874,1923,1923,2025-11-23,50,UPI,Success,INV-003874
1352,692,692,2025-11-23,20,Credit Card,Success,INV-001352
5508,2774,2774,2025-11-23,20,UPI,Success,INV-005508
5400,2715,2715,2025-11-23,20,PayPal,Success,INV-005400
2658,1307,1307,2025-11-23,20,UPI,Success,INV-002658
4789,2399,2399,2025-11-23,20,Credit Card,Success,INV-004789
5903,2979,2979,2025-11-23,50,Bank Transfer,Success,INV-005903
1778,883,883,2025-11-23,20,PayPal,Success,INV-001778
2489,1214,1214,2025-11-23,20,UPI,Success,INV-002489
4804,2415,2415,2025-11-23,20,Credit Card,Success,INV-004804
4201,2068,2068,2025-11-23,50,Bank Transfer,Success,INV-004201
3048,1502,1502,2025-11-23,20,Credit Card,Success,INV-003048
2942,1445,1445,2025-11-23,50,Bank Transfer,Success,INV-002942
2904,1421,1421,2025-11-23,20,Credit Card,Success,INV-002904
2875,1408,1408,2025-11-23,50,UPI,Success,INV-002875
1093,574,574,2025-11-24,50,PayPal,Success,INV-001093
4830,2430,2430,2025-11-24,20,UPI,Success,INV-004830
3893,1927,1927,2025-11-24,50,PayPal,Success,INV-003893
2738,1343,1343,2025-11-24,20,PayPal,Success,INV-002738
4475,2234,2234,2025-11-24,20,Credit Card,Success,INV-004475
1747,867,867,2025-11-24,50,UPI,Success,INV-001747
2354,1129,1129,2025-11-24,240,Bank Transfer,Success,INV-002354
2414,1171,1171,2025-11-24,50,Credit Card,Success,INV-002414
2162,1052,1052,2025-11-24,50,UPI,Success,INV-002162
1542,781,781,2025-11-24,20,Bank Transfer,Success,INV-001542
4922,2469,2469,2025-11-24,20,Bank Transfer,Success,INV-004922
1710,856,856,2025-11-24,50,Credit Card,Success,INV-001710
5145,2598,2598,2025-11-24,20,Credit Card,Success,INV-005145
1522,764,764,2025-11-24,50,Bank Transfer,Success,INV-001522
1484,753,753,2025-11-24,50,PayPal,Success,INV-001484
1386,705,705,2025-11-24,20,UPI,Success,INV-001386
1687,854,854,2025-11-24,20,Credit Card,Success,INV-001687
1718,859,859,2025-11-24,20,Credit Card,Success,INV-001718
3485,1722,1722,2025-11-25,20,PayPal,Success,INV-003485
874,469,469,2025-11-25,50,Credit Card,Success,INV-000874
1626,819,819,2025-11-25,20,Credit Card,Success,INV-001626
5677,2851,2851,2025-11-25,50,PayPal,Success,INV-005677
2549,1252,1252,2025-11-25,20,Credit Card,Success,INV-002549
3164,1566,1566,2025-11-25,50,PayPal,Success,INV-003164
1649,834,834,2025-11-25,50,UPI,Success,INV-001649
3511,1740,1740,2025-11-25,20,Credit Card,Success,INV-003511
1698,855,855,2025-11-25,20,Credit Card,Success,INV-001698
1368,701,701,2025-11-25,20,Credit Card,Success,INV-001368
4799,2405,2405,2025-11-25,20,UPI,Success,INV-004799
4173,2062,2062,2025-11-25,50,PayPal,Success,INV-004173
4206,2071,2071,2025-11-25,50,Credit Card,Success,INV-004206
3929,1936,1936,2025-11-25,20,PayPal,Success,INV-003929
5806,2916,2916,2025-11-26,20,Bank Transfer,Success,INV-005806
4287,2112,2112,2025-11-26,20,Bank Transfer,Success,INV-004287
88,28,28,2025-11-26,20,UPI,Success,INV-000088
2519,1231,1231,2025-11-26,20,PayPal,Success,INV-002519
4462,2220,2220,2025-11-26,20,Bank Transfer,Success,INV-004462
5645,2842,2842,2025-11-26,50,UPI,Success,INV-005645
5641,2841,2841,2025-11-26,20,PayPal,Failed,INV-005641
4012,1968,1968,2025-11-26,20,Bank Transfer,Success,INV-004012
4109,2033,2033,2025-11-26,50,UPI,Success,INV-004109
2013,991,991,2025-11-26,50,UPI,Success,INV-002013
1,1,1,2025-11-26,50,Credit Card,Success,INV-000001
2268,1095,1095,2025-11-26,600,Credit Card,Success,INV-002268
1209,623,623,2025-11-26,20,Credit Card,Success,INV-001209
1358,697,697,2025-11-26,50,Bank Transfer,Success,INV-001358
4616,2318,2318,2025-11-26,20,PayPal,Success,INV-004616
1112,578,578,2025-11-26,20,Bank Transfer,Success,INV-001112
4892,2460,2460,2025-11-26,20,UPI,Success,INV-004892
2746,1347,1347,2025-11-26,20,PayPal,Success,INV-002746
3088,1529,1529,2025-11-26,20,PayPal,Success,INV-003088
3041,1499,1499,2025-11-26,20,Bank Transfer,Success,INV-003041
938,498,498,2025-11-26,20,UPI,Success,INV-000938
4886,2458,2458,2025-11-27,50,Bank Transfer,Success,INV-004886
3113,1547,1547,2025-11-27,20,Credit Card,Success,INV-003113
2931,1443,1443,2025-11-27,20,UPI,Success,INV-002931
4167,2055,2055,2025-11-27,50,Credit Card,Success,INV-004167
247,107,107,2025-11-27,20,Bank Transfer,Success,INV-000247
5369,2706,2706,2025-11-27,20,PayPal,Success,INV-005369
2584,1270,1270,2025-11-27,20,Bank Transfer,Success,INV-002584
5406,2719,2719,2025-11-27,50,UPI,Success,INV-005406
3355,1642,1642,2025-11-27,50,Credit Card,Success,INV-003355
4340,2159,2159,2025-11-27,50,Bank Transfer,Success,INV-004340
5045,2535,2535,2025-11-27,50,UPI,Success,INV-005045
3469,1710,1710,2025-11-27,50,Bank Transfer,Success,INV-003469
548,298,298,2025-11-27,50,Credit Card,Success,INV-000548
675,367,367,2025-11-27,20,Bank Transfer,Success,INV-000675
439,255,255,2025-11-27,20,Credit Card,Success,INV-000439
3952,1941,1941,2025-11-27,50,PayPal,Success,INV-003952
3523,1741,1741,2025-11-27,20,PayPal,Success,INV-003523
3993,1966,1966,2025-11-27,20,Bank Transfer,Success,INV-003993
2332,1120,1120,2025-11-27,20,PayPal,Success,INV-002332
2760,1359,1359,2025-11-27,600,PayPal,Success,INV-002760
3709,1830,1830,2025-11-27,20,UPI,Success,INV-003709
2650,1302,1302,2025-11-27,20,UPI,Success,INV-002650
537,291,291,2025-11-27,20,PayPal,Success,INV-000537
1790,885,885,2025-11-28,20,Credit Card,Success,INV-001790
1055,561,561,2025-11-28,20,Credit Card,Success,INV-001055
5174,2609,2609,2025-11-28,20,Bank Transfer,Success,INV-005174
1891,916,916,2025-11-28,20,UPI,Success,INV-001891
1983,978,978,2025-11-28,20,Bank Transfer,Success,INV-001983
1756,869,869,2025-11-28,20,Credit Card,Success,INV-001756
398,223,223,2025-11-28,20,Bank Transfer,Success,INV-000398
5157,2600,2600,2025-11-28,20,Credit Card,Failed,INV-005157
188,84,84,2025-11-28,50,Credit Card,Success,INV-000188
2172,1053,1053,2025-11-28,50,Bank Transfer,Success,INV-002172
5747,2880,2880,2025-11-28,20,PayPal,Success,INV-005747
386,216,216,2025-11-28,20,UPI,Success,INV-000386
5768,2894,2894,2025-11-28,20,PayPal,Success,INV-005768
826,456,456,2025-11-28,50,UPI,Success,INV-000826
464,264,264,2025-11-28,50,PayPal,Success,INV-000464
1104,576,576,2025-11-28,20,Bank Transfer,Success,INV-001104
926,492,492,2025-11-28,20,UPI,Success,INV-000926
4309,2135,2135,2025-11-28,50,PayPal,Success,INV-004309
4822,2420,2420,2025-11-28,20,UPI,Failed,INV-004822
4858,2441,2441,2025-11-28,20,PayPal,Success,INV-004858
4070,2013,2013,2025-11-28,50,Bank Transfer,Success,INV-004070
4727,2371,2371,2025-11-28,20,PayPal,Success,INV-004727
3140,1563,1563,2025-11-28,20,PayPal,Success,INV-003140
4395,2185,2185,2025-11-28,50,PayPal,Success,INV-004395
4372,2179,2179,2025-11-28,50,Credit Card,Success,INV-004372
4130,2040,2040,2025-11-28,20,PayPal,Success,INV-004130
2791,1369,1369,2025-11-28,20,Bank Transfer,Success,INV-002791
3859,1910,1910,2025-11-28,20,Bank Transfer,Success,INV-003859
3274,1614,1614,2025-11-28,20,UPI,Success,INV-003274
3869,1918,1918,2025-11-28,50,Bank Transfer,Success,INV-003869
3344,1635,1635,2025-11-28,50,Bank Transfer,Success,INV-003344
3526,1745,1745,2025-11-28,240,Credit Card,Success,INV-003526
2638,1301,1301,2025-11-28,20,Bank Transfer,Success,INV-002638
4220,2080,2080,2025-11-28,50,Bank Transfer,Success,INV-004220
4872,2446,2446,2025-11-28,50,Bank Transfer,Failed,INV-004872
3576,1772,1772,2025-11-29,50,UPI,Success,INV-003576
5476,2753,2753,2025-11-29,50,UPI,Success,INV-005476
5691,2854,2854,2025-11-29,20,UPI,Success,INV-005691
3903,1928,1928,2025-11-29,50,Credit Card,Success,INV-003903
2611,1287,1287,2025-11-29,50,Credit Card,Success,INV-002611
4447,2214,2214,2025-11-29,20,UPI,Success,INV-004447
2885,1409,1409,2025-11-29,50,UPI,Success,INV-002885
5108,2577,2577,2025-11-29,50,UPI,Success,INV-005108
5429,2726,2726,2025-11-29,20,Bank Transfer,Success,INV-005429
4083,2024,2024,2025-11-29,50,PayPal,Success,INV-004083
5944,2994,2994,2025-11-29,20,UPI,Success,INV-005944
977,514,514,2025-11-29,20,Credit Card,Success,INV-000977
777,438,438,2025-11-29,50,Bank Transfer,Success,INV-000777
5434,2733,2733,2025-11-29,50,Credit Card,Success,INV-005434
4477,2240,2240,2025-11-29,240,PayPal,Success,INV-004477
5833,2933,2933,2025-11-29,20,Bank Transfer,Success,INV-005833
5241,2648,2648,2025-11-30,20,Credit Card,Success,INV-005241
199,89,89,2025-11-30,20,PayPal,Success,INV-000199
4635,2335,2335,2025-11-30,50,Bank Transfer,Success,INV-004635
3013,1490,1490,2025-11-30,50,Bank Transfer,Success,INV-003013
913,488,488,2025-11-30,20,UPI,Failed,INV-000913
1635,827,827,2025-11-30,20,UPI,Success,INV-001635
4591,2308,2308,2025-11-30,20,Credit Card,Success,INV-004591
4436,2211,2211,2025-11-30,20,Credit Card,Success,INV-004436
4002,1967,1967,2025-11-30,50,UPI,Failed,INV-004002
3757,1843,1843,2025-11-30,20,PayPal,Success,INV-003757
1679,851,851,2025-11-30,20,UPI,Success,INV-001679
2097,1027,1027,2025-11-30,20,PayPal,Success,INV-002097
4920,2468,2468,2025-11-30,20,Bank Transfer,Success,INV-004920
1019,538,538,2025-11-30,20,PayPal,Success,INV-001019
5304,2685,2685,2025-11-30,50,PayPal,Success,INV-005304
4512,2266,2266,2025-11-30,20,PayPal,Success,INV-004512
1608,809,809,2025-11-30,20,UPI,Success,INV-001608
2910,1424,1424,2025-11-30,20,PayPal,Success,INV-002910
678,368,368,2025-11-30,50,Credit Card,Success,INV-000678
4654,2340,2340,2025-11-30,20,UPI,Success,INV-004654
3300,1620,1620,2025-11-30,50,PayPal,Success,INV-003300
28,9,9,2025-11-30,20,UPI,Success,INV-000028
1549,791,791,2025-11-30,20,Credit Card,Success,INV-001549
647,358,358,2025-11-30,50,Credit Card,Success,INV-000647
2542,1251,1251,2025-11-30,20,Credit Card,Success,INV-002542
2461,1198,1198,2025-11-30,50,UPI,Success,INV-002461
698,371,371,2025-11-30,20,UPI,Success,INV-000698
1463,743,743,2025-11-30,50,UPI,Success,INV-001463
1583,802,802,2025-11-30,50,Credit Card,Success,INV-001583
5198,2632,2632,2025-11-30,20,Credit Card,Success,INV-005198
4273,2101,2101,2025-11-30,50,PayPal,Success,INV-004273
3493,1725,1725,2025-11-30,20,Credit Card,Success,INV-003493
3236,1599,1599,2025-11-30,50,PayPal,Success,INV-003236
2980,1460,1460,2025-12-01,20,Credit Card,Success,INV-002980
4583,2306,2306,2025-12-01,50,PayPal,Success,INV-004583
2259,1090,1090,2025-12-01,50,Credit Card,Success,INV-002259
3663,1801,1801,2025-12-01,20,Bank Transfer,Success,INV-003663
5115,2579,2579,2025-12-01,20,Bank Transfer,Success,INV-005115
1535,768,768,2025-12-01,50,UPI,Success,INV-001535
3501,1733,1733,2025-12-01,20,Bank Transfer,Success,INV-003501
369,192,192,2025-12-01,50,PayPal,Success,INV-000369
5758,2884,2884,2025-12-01,20,UPI,Success,INV-005758
3600,1781,1781,2025-12-01,50,Bank Transfer,Success,INV-003600
4685,2357,2357,2025-12-01,20,Credit Card,Success,INV-004685
5431,2729,2729,2025-12-01,50,UPI,Success,INV-005431
410,224,224,2025-12-01,50,PayPal,Success,INV-000410
429,243,243,2025-12-01,50,Bank Transfer,Success,INV-000429
844,462,462,2025-12-01,20,Credit Card,Success,INV-000844
2138,1041,1041,2025-12-01,20,Bank Transfer,Success,INV-002138
471,273,273,2025-12-01,50,Bank Transfer,Success,INV-000471
13,2,2,2025-12-01,20,UPI,Success,INV-000013
2009,988,988,2025-12-01,240,Credit Card,Success,INV-002009
5544,2794,2794,2025-12-01,20,Credit Card,Success,INV-005544
2579,1268,1268,2025-12-01,50,UPI,Success,INV-002579
1219,628,628,2025-12-01,20,Credit Card,Success,INV-001219
4238,2094,2094,2025-12-01,20,PayPal,Success,INV-004238
5225,2645,2645,2025-12-01,20,PayPal,Failed,INV-005225
2724,1339,1339,2025-12-01,20,PayPal,Success,INV-002724
3532,1749,1749,2025-12-01,20,Bank Transfer,Success,INV-003532
2657,1306,1306,2025-12-01,20,Bank Transfer,Success,INV-002657
701,372,372,2025-12-01,20,Credit Card,Success,INV-000701
3977,1964,1964,2025-12-01,20,UPI,Success,INV-003977
956,502,502,2025-12-02,20,UPI,Success,INV-000956
127,38,38,2025-12-02,20,Bank Transfer,Success,INV-000127
377,197,197,2025-12-02,50,PayPal,Success,INV-000377
892,477,477,2025-12-02,50,PayPal,Success,INV-000892
1768,873,873,2025-12-02,20,Credit Card,Success,INV-001768
1128,592,592,2025-12-02,50,PayPal,Success,INV-001128
5920,2984,2984,2025-12-02,50,Bank Transfer,Success,INV-005920
344,180,180,2025-12-02,20,Bank Transfer,Success,INV-000344
2841,1397,1397,2025-12-02,50,Bank Transfer,Success,INV-002841
1191,619,619,2025-12-02,20,UPI,Success,INV-001191
3125,1559,1559,2025-12-02,50,PayPal,Success,INV-003125
162,69,69,2025-12-02,20,Bank Transfer,Success,INV-000162
2566,1262,1262,2025-12-02,20,Credit Card,Success,INV-002566
5896,2975,2975,2025-12-02,20,UPI,Success,INV-005896
5037,2534,2534,2025-12-02,20,Credit Card,Success,INV-005037
770,430,430,2025-12-02,20,UPI,Success,INV-000770
3090,1532,1532,2025-12-02,20,PayPal,Success,INV-003090
1954,965,965,2025-12-02,50,Credit Card,Success,INV-001954
4795,2402,2402,2025-12-02,20,Credit Card,Success,INV-004795
150,63,63,2025-12-02,50,UPI,Success,INV-000150
2850,1398,1398,2025-12-03,20,Bank Transfer,Success,INV-002850
4042,1999,1999,2025-12-03,50,PayPal,Success,INV-004042
426,242,242,2025-12-03,20,UPI,Success,INV-000426
5248,2651,2651,2025-12-03,50,UPI,Success,INV-005248
839,457,457,2025-12-03,20,PayPal,Failed,INV-000839
24,8,8,2025-12-03,50,Bank Transfer,Success,INV-000024
1231,630,630,2025-12-03,20,UPI,Success,INV-001231
1854,904,904,2025-12-03,50,PayPal,Success,INV-001854
4940,2477,2477,2025-12-03,20,UPI,Success,INV-004940
5133,2590,2590,2025-12-03,50,UPI,Success,INV-005133
3606,1784,1784,2025-12-03,20,Credit Card,Success,INV-003606
3618,1786,1786,2025-12-03,20,Credit Card,Success,INV-003618
82,26,26,2025-12-03,50,PayPal,Success,INV-000082
1735,862,862,2025-12-03,20,UPI,Success,INV-001735
3972,1953,1953,2025-12-03,20,UPI,Success,INV-003972
1293,666,666,2025-12-03,20,Credit Card,Success,INV-001293
5671,2850,2850,2025-12-03,50,Credit Card,Success,INV-005671
2872,1406,1406,2025-12-03,50,Bank Transfer,Success,INV-002872
45,14,14,2025-12-03,20,Credit Card,Success,INV-000045
4338,2157,2157,2025-12-03,50,PayPal,Success,INV-004338
5820,2923,2923,2025-12-03,20,Bank Transfer,Success,INV-005820
5513,2776,2776,2025-12-03,20,PayPal,Success,INV-005513
506,285,285,2025-12-03,20,Bank Transfer,Success,INV-000506
3282,1616,1616,2025-12-03,20,PayPal,Success,INV-003282
3590,1778,1778,2025-12-03,50,PayPal,Success,INV-003590
3739,1833,1833,2025-12-03,20,UPI,Success,INV-003739
951,500,500,2025-12-03,20,PayPal,Success,INV-000951
4801,2408,2408,2025-12-03,240,PayPal,Success,INV-004801
5690,2853,2853,2025-12-04,50,PayPal,Success,INV-005690
1963,968,968,2025-12-04,20,UPI,Success,INV-001963
4487,2249,2249,2025-12-04,50,Bank Transfer,Success,INV-004487
2937,1444,1444,2025-12-04,50,UPI,Success,INV-002937
3093,1538,1538,2025-12-04,20,Credit Card,Success,INV-003093
3477,1711,1711,2025-12-04,20,Bank Transfer,Success,INV-003477
5354,2702,2702,2025-12-04,20,PayPal,Failed,INV-005354
1628,820,820,2025-12-04,50,PayPal,Success,INV-001628
4633,2333,2333,2025-12-04,50,Bank Transfer,Success,INV-004633
2353,1124,1124,2025-12-04,20,PayPal,Success,INV-002353
4142,2042,2042,2025-12-04,50,UPI,Success,INV-004142
1311,676,676,2025-12-04,50,Bank Transfer,Success,INV-001311
2327,1116,1116,2025-12-04,20,PayPal,Success,INV-002327
1674,847,847,2025-12-04,20,Bank Transfer,Success,INV-001674
3631,1794,1794,2025-12-04,50,Credit Card,Success,INV-003631
1339,690,690,2025-12-04,50,Bank Transfer,Success,INV-001339
1015,524,524,2025-12-04,20,Credit Card,Success,INV-001015
5421,2722,2722,2025-12-04,20,PayPal,Success,INV-005421
5541,2793,2793,2025-12-04,20,PayPal,Failed,INV-005541
1498,758,758,2025-12-05,20,Bank Transfer,Success,INV-001498
3428,1687,1687,2025-12-05,20,PayPal,Success,INV-003428
5716,2864,2864,2025-12-05,20,PayPal,Success,INV-005716
5708,2863,2863,2025-12-05,20,Credit Card,Success,INV-005708
1533,765,765,2025-12-05,20,UPI,Success,INV-001533
626,333,333,2025-12-05,50,Bank Transfer,Success,INV-000626
1439,722,722,2025-12-05,20,Credit Card,Success,INV-001439
1561,794,794,2025-12-05,20,PayPal,Success,INV-001561
761,414,414,2025-12-05,20,PayPal,Success,INV-000761
4737,2376,2376,2025-12-05,20,PayPal,Success,INV-004737
4742,2381,2381,2025-12-05,50,PayPal,Failed,INV-004742
2993,1470,1470,2025-12-05,50,Credit Card,Success,INV-002993
3196,1579,1579,2025-12-05,20,PayPal,Success,INV-003196
3137,1561,1561,2025-12-05,20,Bank Transfer,Success,INV-003137
4473,2227,2227,2025-12-05,20,Bank Transfer,Success,INV-004473
1040,556,556,2025-12-05,50,UPI,Success,INV-001040
3687,1817,1817,2025-12-05,20,Bank Transfer,Success,INV-003687
5606,2833,2833,2025-12-05,20,UPI,Success,INV-005606
1824,894,894,2025-12-05,20,PayPal,Success,INV-001824
5626,2837,2837,2025-12-05,50,UPI,Success,INV-005626
5010,2510,2510,2025-12-05,20,Credit Card,Success,INV-005010
4645,2337,2337,2025-12-05,50,UPI,Success,INV-004645
5130,2588,2588,2025-12-05,20,UPI,Success,INV-005130
4155,2048,2048,2025-12-05,50,Credit Card,Success,INV-004155
2109,1028,1028,2025-12-05,20,Credit Card,Success,INV-002109
4443,2213,2213,2025-12-05,50,PayPal,Success,INV-004443
4397,2186,2186,2025-12-05,20,PayPal,Success,INV-004397
5015,2516,2516,2025-12-05,50,Credit Card,Success,INV-005015
5921,2985,2985,2025-12-05,20,UPI,Success,INV-005921
5936,2992,2992,2025-12-05,50,PayPal,Success,INV-005936
66,19,19,2025-12-05,50,Credit Card,Success,INV-000066
4435,2206,2206,2025-12-05,20,Credit Card,Success,INV-004435
2058,1010,1010,2025-12-05,20,Credit Card,Success,INV-002058
3975,1956,1956,2025-12-05,50,UPI,Failed,INV-003975
4408,2187,2187,2025-12-05,20,Bank Transfer,Success,INV-004408
2312,1105,1105,2025-12-05,50,Bank Transfer,Success,INV-002312
2243,1076,1076,2025-12-05,20,UPI,Success,INV-002243
136,50,50,2025-12-05,50,UPI,Success,INV-000136
97,30,30,2025-12-05,50,PayPal,Success,INV-000097
4036,1995,1995,2025-12-05,50,Bank Transfer,Success,INV-004036
4105,2030,2030,2025-12-05,20,UPI,Success,INV-004105
5192,2625,2625,2025-12-05,20,PayPal,Success,INV-005192
611,327,327,2025-12-05,20,Credit Card,Success,INV-000611
5059,2541,2541,2025-12-05,20,Bank Transfer,Success,INV-005059
4254,2096,2096,2025-12-05,50,UPI,Success,INV-004254
3781,1856,1856,2025-12-06,20,UPI,Success,INV-003781
4838,2434,2434,2025-12-06,50,Credit Card,Success,INV-004838
3639,1795,1795,2025-12-06,50,Bank Transfer,Success,INV-003639
4518,2279,2279,2025-12-06,20,Credit Card,Success,INV-004518
423,237,237,2025-12-06,20,Credit Card,Success,INV-000423
2685,1324,1324,2025-12-06,20,PayPal,Success,INV-002685
1396,707,707,2025-12-06,50,UPI,Success,INV-001396
5323,2696,2696,2025-12-06,20,Bank Transfer,Success,INV-005323
257,110,110,2025-12-06,50,Credit Card,Success,INV-000257
1092,573,573,2025-12-06,20,PayPal,Success,INV-001092
4494,2253,2253,2025-12-06,20,PayPal,Success,INV-004494
5127,2581,2581,2025-12-06,20,UPI,Success,INV-005127
5211,2636,2636,2025-12-06,20,PayPal,Success,INV-005211
5187,2621,2621,2025-12-06,20,Credit Card,Success,INV-005187
3967,1949,1949,2025-12-06,50,UPI,Success,INV-003967
2366,1133,1133,2025-12-06,20,UPI,Success,INV-002366
3670,1814,1814,2025-12-06,20,UPI,Success,INV-003670
3665,1806,1806,2025-12-06,20,UPI,Success,INV-003665
4847,2435,2435,2025-12-06,20,UPI,Success,INV-004847
5220,2644,2644,2025-12-06,50,PayPal,Success,INV-005220
4677,2352,2352,2025-12-06,20,Credit Card,Failed,INV-004677
2960,1447,1447,2025-12-06,50,UPI,Success,INV-002960
540,292,292,2025-12-06,50,UPI,Success,INV-000540
5864,2952,2952,2025-12-06,50,Credit Card,Success,INV-005864
4265,2098,2098,2025-12-06,50,PayPal,Success,INV-004265
4053,2006,2006,2025-12-07,50,Bank Transfer,Success,INV-004053
3705,1826,1826,2025-12-07,20,PayPal,Failed,INV-003705
1046,560,560,2025-12-07,20,UPI,Success,INV-001046
4918,2467,2467,2025-12-07,50,Credit Card,Success,INV-004918
1068,563,563,2025-12-07,20,Bank Transfer,Success,INV-001068
2799,1374,1374,2025-12-07,240,Bank Transfer,Success,INV-002799
4348,2165,2165,2025-12-07,20,PayPal,Success,INV-004348
5026,2522,2522,2025-12-07,50,UPI,Success,INV-005026
5557,2805,2805,2025-12-07,20,Credit Card,Success,INV-005557
1091,572,572,2025-12-07,50,UPI,Success,INV-001091
2887,1413,1413,2025-12-07,600,PayPal,Success,INV-002887
5891,2974,2974,2025-12-07,20,Bank Transfer,Success,INV-005891
1538,769,769,2025-12-07,50,Credit Card,Success,INV-001538
5916,2982,2982,2025-12-07,600,UPI,Success,INV-005916
5851,2948,2948,2025-12-07,50,PayPal,Success,INV-005851
2070,1019,1019,2025-12-07,20,UPI,Success,INV-002070
749,405,405,2025-12-07,20,Credit Card,Success,INV-000749
691,369,369,2025-12-07,50,Credit Card,Success,INV-000691
5536,2789,2789,2025-12-07,20,UPI,Success,INV-005536
3572,1771,1771,2025-12-07,20,UPI,Success,INV-003572
585,317,317,2025-12-07,50,PayPal,Success,INV-000585
2552,1253,1253,2025-12-07,50,PayPal,Success,INV-002552
4931,2473,2473,2025-12-07,20,PayPal,Success,INV-004931
2218,1071,1071,2025-12-08,20,UPI,Success,INV-002218
2313,1106,1106,2025-12-08,240,PayPal,Success,INV-002313
1122,585,585,2025-12-08,20,Credit Card,Success,INV-001122
5521,2781,2781,2025-12-08,20,Credit Card,Success,INV-005521
3154,1565,1565,2025-12-08,20,Credit Card,Success,INV-003154
1159,608,608,2025-12-08,20,UPI,Success,INV-001159
2470,1202,1202,2025-12-08,50,Bank Transfer,Success,INV-002470
2373,1135,1135,2025-12-08,20,Credit Card,Success,INV-002373
1212,626,626,2025-12-08,50,Bank Transfer,Success,INV-001212
1625,818,818,2025-12-08,20,UPI,Success,INV-001625
4246,2095,2095,2025-12-08,20,Credit Card,Success,INV-004246
1545,789,789,2025-12-08,50,Bank Transfer,Success,INV-001545
4255,2097,2097,2025-12-08,240,Credit Card,Success,INV-004255
2267,1093,1093,2025-12-08,20,UPI,Success,INV-002267
4620,2328,2328,2025-12-08,50,Bank Transfer,Success,INV-004620
4733,2372,2372,2025-12-08,20,Credit Card,Success,INV-004733
3721,1831,1831,2025-12-08,50,UPI,Success,INV-003721
4566,2303,2303,2025-12-08,50,PayPal,Success,INV-004566
4322,2150,2150,2025-12-08,600,UPI,Success,INV-004322
2508,1227,1227,2025-12-08,20,Credit Card,Success,INV-002508
1873,908,908,2025-12-08,50,UPI,Success,INV-001873
820,454,454,2025-12-08,50,Bank Transfer,Success,INV-000820
2867,1403,1403,2025-12-08,20,Bank Transfer,Failed,INV-002867
2537,1247,1247,2025-12-08,20,Bank Transfer,Success,INV-002537
5790,2906,2906,2025-12-08,20,UPI,Success,INV-005790
3798,1863,1863,2025-12-08,50,PayPal,Success,INV-003798
1950,955,955,2025-12-08,50,Credit Card,Success,INV-001950
4488,2250,2250,2025-12-08,600,Bank Transfer,Success,INV-004488
2807,1376,1376,2025-12-08,20,Bank Transfer,Success,INV-002807
3371,1658,1658,2025-12-08,20,PayPal,Success,INV-003371
4706,2363,2363,2025-12-08,50,UPI,Success,INV-004706
970,506,506,2025-12-08,20,Bank Transfer,Success,INV-000970
2919,1427,1427,2025-12-08,20,Bank Transfer,Success,INV-002919
5727,2867,2867,2025-12-08,20,Bank Transfer,Success,INV-005727
600,321,321,2025-12-08,20,Credit Card,Success,INV-000600
3765,1845,1845,2025-12-08,20,PayPal,Success,INV-003765
2923,1430,1430,2025-12-08,50,Credit Card,Success,INV-002923
4029,1985,1985,2025-12-09,20,Bank Transfer,Success,INV-004029
3249,1600,1600,2025-12-09,50,PayPal,Success,INV-003249
2023,999,999,2025-12-09,50,Bank Transfer,Success,INV-002023
3251,1603,1603,2025-12-09,20,Bank Transfer,Success,INV-003251
1572,798,798,2025-12-09,20,PayPal,Success,INV-001572
1169,609,609,2025-12-09,20,Bank Transfer,Success,INV-001169
714,382,382,2025-12-09,50,PayPal,Success,INV-000714
3441,1695,1695,2025-12-09,20,UPI,Success,INV-003441
526,289,289,2025-12-09,20,PayPal,Success,INV-000526
5736,2874,2874,2025-12-09,20,PayPal,Success,INV-005736
5500,2769,2769,2025-12-09,20,PayPal,Success,INV-005500
466,269,269,2025-12-09,50,Credit Card,Success,INV-000466
3920,1935,1935,2025-12-09,20,Credit Card,Success,INV-003920
3337,1629,1629,2025-12-09,20,PayPal,Success,INV-003337
3912,1931,1931,2025-12-09,20,Bank Transfer,Success,INV-003912
5886,2969,2969,2025-12-09,20,Bank Transfer,Success,INV-005886
1110,577,577,2025-12-09,20,Bank Transfer,Success,INV-001110
4999,2504,2504,2025-12-09,20,Credit Card,Success,INV-004999
3943,1939,1939,2025-12-09,20,UPI,Success,INV-003943
2476,1204,1204,2025-12-09,50,PayPal,Success,INV-002476
3418,1682,1682,2025-12-09,50,Credit Card,Success,INV-003418
1328,688,688,2025-12-09,50,PayPal,Success,INV-001328
281,134,134,2025-12-09,20,Credit Card,Success,INV-000281
1501,759,759,2025-12-09,50,Credit Card,Success,INV-001501
5617,2836,2836,2025-12-09,50,Bank Transfer,Success,INV-005617
620,329,329,2025-12-09,50,Credit Card,Success,INV-000620
2759,1352,1352,2025-12-09,20,UPI,Success,INV-002759
2187,1058,1058,2025-12-09,20,Bank Transfer,Success,INV-002187
2305,1104,1104,2025-12-09,50,UPI,Success,INV-002305
5314,2690,2690,2025-12-09,20,Bank Transfer,Success,INV-005314
5032,2529,2529,2025-12-09,20,Credit Card,Success,INV-005032
5088,2564,2564,2025-12-09,50,UPI,Success,INV-005088
359,191,191,2025-12-09,20,PayPal,Success,INV-000359
5836,2935,2935,2025-12-09,20,UPI,Success,INV-005836
1745,865,865,2025-12-10,20,Credit Card,Success,INV-001745
181,78,78,2025-12-10,50,PayPal,Success,INV-000181
