user_id,country,city,device,acquisition_channel,signup_date,cohort_month,activation_date,plan_type,experiment_group
2259,India,Hyderabad,Desktop,Organic Search,2025-07-06,2025-07,2025-07-11,Pro,B
2260,India,Bengaluru,Desktop,Google Ads,2025-09-09,2025-09,2025-09-19,Basic,A
2261,USA,Austin,Desktop,Organic Search,2025-09-16,2025-09,2025-09-22,Free,B
2262,Germany,Munich,Desktop,Organic Search,2025-04-22,2025-04,2025-05-02,Free,B
2263,India,Hyderabad,Mobile,Organic Search,2025-03-12,2025-03,2025-03-22,Free,A
2264,Germany,Munich,Mobile,Google Ads,2025-11-12,2025-11,,Free,B
2265,UK,London,Desktop,Google Ads,2025-09-05,2025-09,2025-09-09,Pro,B
2266,USA,San Francisco,Tablet,Google Ads,2025-03-30,2025-03,2025-04-04,Free,B
2267,Canada,Vancouver,Tablet,Organic Search,2025-12-20,2025-12,2025-12-22,Free,A
2268,India,Bengaluru,Desktop,Google Ads,2025-04-18,2025-04,,Pro,A
2269,India,Bengaluru,Mobile,Referral,2025-05-02,2025-05,2025-05-05,Free,B
2270,UK,Manchester,Mobile,Google Ads,2025-12-30,2025-12,2026-01-09,Free,A
2271,India,Hyderabad,Desktop,Referral,2025-12-28,2025-12,2026-01-02,Free,A
2272,USA,New York,Mobile,Organic Search,2025-02-17,2025-02,2025-02-22,Free,A
2273,India,Mumbai,Desktop,Organic Search,2025-04-27,2025-04,2025-05-08,Basic,B
2274,India,Bengaluru,Desktop,Organic Search,2025-12-30,2025-12,2025-12-30,Pro,A
2275,USA,New York,Desktop,Email Campaign,2025-01-11,2025-01,2025-01-24,Free,B
2276,India,Bengaluru,Desktop,Organic Search,2025-01-30,2025-01,2025-02-10,Free,B
2277,USA,New York,Desktop,Google Ads,2025-07-07,2025-07,2025-07-07,Pro,B
2278,Germany,Berlin,Mobile,Organic Search,2025-05-27,2025-05,,Free,A
2279,UK,London,Desktop,Google Ads,2025-11-06,2025-11,2025-11-14,Basic,A
2280,India,Hyderabad,Mobile,Google Ads,2025-06-16,2025-06,2025-06-27,Free,A
2281,USA,San Francisco,Mobile,Organic Search,2025-05-22,2025-05,2025-06-01,Free,A
2282,USA,Austin,Mobile,Organic Search,2025-08-27,2025-08,2025-09-09,Free,B
2283,UK,Manchester,Mobile,Referral,2025-02-15,2025-02,2025-02-28,Free,A
2284,UK,Manchester,Mobile,Referral,2025-05-20,2025-05,,Free,B
2285,Germany,Berlin,Desktop,Email Campaign,2025-01-17,2025-01,,Free,A
2286,India,Mumbai,Desktop,Google Ads,2025-10-12,2025-10,2025-10-17,Free,B
2287,UK,London,Desktop,Referral,2025-10-13,2025-10,,Basic,B
2288,India,Mumbai,Desktop,Referral,2025-02-27,2025-02,2025-03-06,Basic,B
2289,USA,Austin,Desktop,Organic Search,2025-09-16,2025-09,2025-09-19,Basic,B
2290,India,Mumbai,Desktop,Google Ads,2025-10-18,2025-10,2025-10-19,Basic,A
2291,UK,London,Mobile,Email Campaign,2025-01-28,2025-01,2025-02-05,Free,B
2292,UK,London,Mobile,Organic Search,2025-07-26,2025-07,,Basic,A
2293,UK,London,Desktop,Referral,2025-05-13,2025-05,2025-05-25,Free,A
2294,India,Mumbai,Mobile,Referral,2025-07-19,2025-07,2025-07-22,Basic,B
2295,India,Mumbai,Mobile,Organic Search,2025-11-07,2025-11,2025-11-20,Free,A
2296,UK,Manchester,Mobile,Organic Search,2025-11-09,2025-11,2025-11-20,Free,A
2297,USA,Austin,Desktop,Organic Search,2025-08-23,2025-08,2025-08-28,Free,A
2298,India,Mumbai,Mobile,Google Ads,2025-11-28,2025-11,2025-12-04,Free,A
2299,Canada,Toronto,Mobile,Referral,2025-09-14,2025-09,,Free,A
2300,India,Hyderabad,Mobile,Organic Search,2025-01-12,2025-01,2025-01-14,Free,A
2301,Canada,Vancouver,Desktop,Email Campaign,2025-10-20,2025-10,2025-11-02,Basic,A
2302,India,Bengaluru,Mobile,Google Ads,2025-07-13,2025-07,2025-07-16,Basic,B
2303,UK,London,Desktop,Organic Search,2025-07-08,2025-07,2025-07-12,Free,A
2304,USA,San Francisco,Desktop,Email Campaign,2025-11-10,2025-11,2025-11-16,Free,B
2305,India,Hyderabad,Mobile,Referral,2025-01-18,2025-01,2025-01-20,Free,B
2306,UK,Manchester,Mobile,Organic Search,2025-06-01,2025-06,2025-06-01,Free,B
2307,USA,Austin,Desktop,Organic Search,2025-06-20,2025-06,,Free,B
2308,Canada,Toronto,Mobile,Google Ads,2025-04-30,2025-04,,Free,A
2309,Germany,Berlin,Mobile,Referral,2025-10-01,2025-10,2025-10-12,Basic,A
2310,India,Bengaluru,Desktop,Google Ads,2025-10-15,2025-10,2025-10-22,Free,B
2311,USA,Austin,Desktop,Referral,2025-09-10,2025-09,2025-09-21,Free,A
2312,UK,Manchester,Mobile,Organic Search,2025-10-20,2025-10,2025-11-03,Basic,B
2313,India,Hyderabad,Desktop,Referral,2025-02-17,2025-02,,Free,A
2314,Canada,Vancouver,Desktop,Google Ads,2025-11-08,2025-11,2025-11-13,Free,B
2315,India,Hyderabad,Mobile,Email Campaign,2025-03-25,2025-03,2025-03-30,Free,A
2316,Germany,Berlin,Desktop,Referral,2025-10-25,2025-10,2025-11-06,Pro,A
2317,USA,Austin,Desktop,Organic Search,2025-09-15,2025-09,2025-09-21,Free,B
2318,Germany,Munich,Mobile,Organic Search,2025-01-26,2025-01,2025-02-08,Free,B
2319,India,Bengaluru,Desktop,Organic Search,2025-01-30,2025-01,,Free,B
2320,India,Bengaluru,Mobile,Organic Search,2025-08-15,2025-08,2025-08-25,Free,B
2321,India,Hyderabad,Desktop,Referral,2025-04-24,2025-04,2025-05-04,Free,B
2322,Canada,Vancouver,Desktop,Organic Search,2025-12-13,2025-12,2025-12-16,Free,A
2323,India,Mumbai,Desktop,Organic Search,2025-10-20,2025-10,2025-10-26,Basic,B
2324,India,Mumbai,Desktop,Organic Search,2025-12-13,2025-12,2025-12-27,Free,B
2325,USA,Austin,Mobile,Organic Search,2025-06-11,2025-06,2025-06-21,Basic,B
2326,India,Mumbai,Mobile,Google Ads,2025-11-05,2025-11,2025-11-17,Free,B
2327,India,Bengaluru,Desktop,Google Ads,2025-04-09,2025-04,2025-04-12,Pro,B
2328,India,Mumbai,Mobile,Organic Search,2025-12-08,2025-12,2025-12-08,Basic,B
2329,Germany,Munich,Mobile,Organic Search,2025-05-05,2025-05,2025-05-17,Free,A
2330,India,Hyderabad,Desktop,Organic Search,2025-09-11,2025-09,2025-09-19,Basic,A
2331,UK,London,Mobile,Referral,2025-10-04,2025-10,2025-10-18,Basic,A
2332,UK,Manchester,Desktop,Google Ads,2025-06-15,2025-06,,Free,B
2333,India,Mumbai,Desktop,Organic Search,2025-01-04,2025-01,2025-01-16,Basic,A
2334,USA,Austin,Mobile,Email Campaign,2025-03-20,2025-03,2025-04-01,Free,A
2335,UK,Manchester,Desktop,Organic Search,2025-10-31,2025-10,,Free,A
2336,India,Bengaluru,Desktop,Organic Search,2025-04-03,2025-04,2025-04-11,Basic,A
2337,India,Bengaluru,Desktop,Referral,2025-04-05,2025-04,2025-04-14,Free,B
2338,India,Bengaluru,Mobile,Organic Search,2025-07-07,2025-07,2025-07-12,Free,B
2339,Germany,Berlin,Desktop,Organic Search,2025-03-24,2025-03,2025-03-27,Basic,B
2340,Canada,Vancouver,Desktop,Organic Search,2025-03-31,2025-03,2025-04-12,Free,A
2341,USA,Austin,Desktop,Organic Search,2025-03-16,2025-03,2025-03-16,Free,A
2342,India,Mumbai,Desktop,Organic Search,2025-10-07,2025-10,,Pro,B
2343,India,Bengaluru,Mobile,Organic Search,2025-11-06,2025-11,2025-11-11,Free,A
2344,India,Hyderabad,Desktop,Organic Search,2025-05-13,2025-05,2025-05-21,Pro,B
2345,UK,London,Mobile,Organic Search,2025-03-03,2025-03,,Free,A
2346,Germany,Berlin,Tablet,Email Campaign,2025-07-25,2025-07,2025-08-01,Basic,B
2347,UK,Manchester,Desktop,Google Ads,2025-01-11,2025-01,2025-01-15,Basic,A
2348,India,Bengaluru,Mobile,Organic Search,2025-02-15,2025-02,2025-02-28,Free,B
2349,UK,London,Desktop,Organic Search,2025-04-28,2025-04,2025-05-03,Free,B
2350,India,Hyderabad,Desktop,Google Ads,2025-01-11,2025-01,2025-01-22,Free,A
2351,UK,London,Desktop,Google Ads,2025-06-15,2025-06,2025-06-28,Free,A
2352,UK,Manchester,Mobile,Google Ads,2025-12-06,2025-12,2025-12-15,Free,A
2353,Germany,Berlin,Desktop,Organic Search,2025-03-07,2025-03,2025-03-15,Free,A
2354,Germany,Munich,Desktop,Referral,2025-06-19,2025-06,2025-06-26,Free,B
2355,UK,London,Desktop,Email Campaign,2025-01-20,2025-01,2025-01-22,Basic,A
2356,India,Mumbai,Desktop,Organic Search,2025-08-21,2025-08,2025-08-22,Free,A
2357,USA,San Francisco,Desktop,Organic Search,2025-06-01,2025-06,,Free,B
2358,USA,San Francisco,Mobile,Google Ads,2025-10-03,2025-10,2025-10-14,Free,A
2359,India,Bengaluru,Mobile,Google Ads,2025-06-10,2025-06,2025-06-21,Free,B
2360,Canada,Toronto,Mobile,Organic Search,2025-01-27,2025-01,2025-01-27,Pro,B
2361,India,Bengaluru,Desktop,Google Ads,2025-09-12,2025-09,2025-09-26,Free,A
2362,UK,London,Mobile,Email Campaign,2025-06-20,2025-06,2025-07-02,Free,A
2363,India,Bengaluru,Tablet,Organic Search,2025-03-08,2025-03,2025-03-10,Pro,B
2364,India,Mumbai,Tablet,Referral,2025-07-01,2025-07,2025-07-15,Free,B
2365,India,Hyderabad,Desktop,Google Ads,2025-09-09,2025-09,2025-09-18,Basic,B
2366,India,Bengaluru,Desktop,Email Campaign,2025-11-27,2025-11,2025-11-28,Pro,A
2367,India,Mumbai,Mobile,Email Campaign,2025-10-23,2025-10,,Free,B
2368,UK,Manchester,Mobile,Organic Search,2025-03-17,2025-03,2025-03-23,Basic,B
2369,UK,London,Mobile,Referral,2025-02-16,2025-02,2025-02-23,Free,A
2370,Germany,Berlin,Desktop,Organic Search,2025-06-04,2025-06,2025-06-12,Free,B
2371,India,Hyderabad,Desktop,Google Ads,2025-01-29,2025-01,,Free,A
2372,UK,Manchester,Desktop,Google Ads,2025-08-08,2025-08,2025-08-12,Free,A
2373,USA,San Francisco,Desktop,Referral,2025-06-16,2025-06,2025-06-18,Basic,B
2374,India,Hyderabad,Mobile,Organic Search,2025-02-18,2025-02,2025-03-04,Basic,A
2375,Germany,Munich,Mobile,Organic Search,2025-11-11,2025-11,2025-11-15,Free,A
2376,India,Bengaluru,Desktop,Email Campaign,2025-09-05,2025-09,2025-09-12,Free,A
2377,India,Bengaluru,Desktop,Organic Search,2025-07-03,2025-07,2025-07-12,Free,A
2378,USA,Austin,Mobile,Email Campaign,2025-05-04,2025-05,2025-05-12,Free,B
2379,USA,Austin,Desktop,Google Ads,2025-11-13,2025-11,,Pro,A
2380,India,Mumbai,Desktop,Referral,2025-03-18,2025-03,2025-03-19,Basic,A
2381,USA,San Francisco,Desktop,Referral,2025-09-05,2025-09,2025-09-14,Basic,A
2382,USA,New York,Desktop,Google Ads,2025-11-05,2025-11,2025-11-19,Pro,B
2383,Germany,Berlin,Desktop,Referral,2025-08-13,2025-08,2025-08-25,Free,A
2384,India,Hyderabad,Mobile,Email Campaign,2025-11-22,2025-11,2025-12-01,Basic,A
2385,India,Bengaluru,Desktop,Referral,2025-04-16,2025-04,2025-04-29,Basic,B
2386,USA,San Francisco,Desktop,Organic Search,2025-10-11,2025-10,,Free,B
2387,India,Bengaluru,Desktop,Google Ads,2025-02-24,2025-02,,Free,A
2388,Germany,Munich,Desktop,Organic Search,2025-03-03,2025-03,2025-03-11,Free,A
2389,USA,Austin,Desktop,Referral,2025-03-20,2025-03,2025-03-21,Basic,B
2390,USA,San Francisco,Desktop,Referral,2025-05-19,2025-05,2025-05-26,Free,B
2391,India,Hyderabad,Desktop,Organic Search,2025-02-20,2025-02,,Free,B
2392,USA,San Francisco,Desktop,Referral,2025-04-28,2025-04,2025-05-02,Basic,B
2393,USA,Austin,Mobile,Referral,2025-09-14,2025-09,2025-09-17,Free,B
2394,India,Mumbai,Desktop,Organic Search,2025-04-20,2025-04,2025-05-01,Pro,B
2395,USA,New York,Mobile,Organic Search,2025-07-15,2025-07,,Free,A
2396,Germany,Berlin,Mobile,Referral,2025-08-11,2025-08,2025-08-22,Pro,A
2397,USA,New York,Desktop,Referral,2025-02-18,2025-02,2025-03-03,Free,B
2398,Germany,Berlin,Mobile,Google Ads,2025-02-10,2025-02,2025-02-22,Pro,B
2399,India,Mumbai,Mobile,Google Ads,2025-07-23,2025-07,2025-07-31,Free,B
2400,India,Bengaluru,Tablet,Referral,2025-11-15,2025-11,2025-11-24,Free,B
2401,India,Bengaluru,Tablet,Organic Search,2025-05-10,2025-05,2025-05-10,Free,A
2402,USA,New York,Desktop,Google Ads,2025-10-02,2025-10,2025-10-12,Free,B
2403,Canada,Vancouver,Desktop,Organic Search,2025-07-12,2025-07,2025-07-26,Free,A
2404,Germany,Munich,Desktop,Google Ads,2025-07-31,2025-07,,Basic,A
2405,Canada,Toronto,Desktop,Organic Search,2025-09-25,2025-09,2025-09-30,Basic,B
2406,Germany,Berlin,Desktop,Organic Search,2025-11-02,2025-11,2025-11-14,Free,B
2407,USA,Austin,Mobile,Organic Search,2025-11-15,2025-11,2025-11-27,Free,A
2408,Canada,Toronto,Mobile,Organic Search,2025-12-03,2025-12,2025-12-03,Free,B
2409,UK,Manchester,Mobile,Email Campaign,2025-04-15,2025-04,2025-04-20,Basic,B
2410,Canada,Vancouver,Desktop,Organic Search,2025-11-12,2025-11,2025-11-25,Free,A
2411,Canada,Vancouver,Mobile,Organic Search,2025-09-21,2025-09,2025-09-23,Free,A
2412,UK,London,Desktop,Organic Search,2025-01-06,2025-01,2025-01-08,Free,B
2413,India,Hyderabad,Mobile,Organic Search,2025-11-30,2025-11,2025-12-12,Basic,B
2414,UK,London,Desktop,Referral,2025-02-12,2025-02,2025-02-20,Free,A
2415,India,Hyderabad,Mobile,Google Ads,2025-09-23,2025-09,2025-09-24,Basic,B
2416,Canada,Vancouver,Mobile,Organic Search,2025-07-24,2025-07,2025-07-28,Free,B
2417,USA,San Francisco,Desktop,Google Ads,2025-01-21,2025-01,2025-01-24,Free,B
2418,India,Bengaluru,Desktop,Google Ads,2025-05-26,2025-05,2025-06-05,Free,B
2419,USA,San Francisco,Desktop,Referral,2025-11-15,2025-11,,Basic,A
2420,India,Hyderabad,Desktop,Referral,2025-05-28,2025-05,2025-06-05,Free,B
2421,India,Mumbai,Mobile,Google Ads,2025-11-16,2025-11,2025-11-30,Basic,A
2422,UK,London,Desktop,Organic Search,2025-05-05,2025-05,,Free,A
2423,Canada,Toronto,Desktop,Google Ads,2025-06-27,2025-06,2025-07-04,Free,B
2424,India,Mumbai,Desktop,Organic Search,2025-06-21,2025-06,2025-06-26,Pro,A
2425,India,Mumbai,Tablet,Referral,2025-06-21,2025-06,2025-06-23,Free,B
2426,India,Bengaluru,Desktop,Organic Search,2025-02-22,2025-02,2025-03-02,Free,B
2427,USA,New York,Desktop,Organic Search,2025-07-06,2025-07,,Pro,A
2428,Canada,Toronto,Mobile,Organic Search,2025-07-04,2025-07,2025-07-14,Free,B
2429,Germany,Berlin,Mobile,Google Ads,2025-08-08,2025-08,2025-08-17,Free,A
2430,Canada,Toronto,Desktop,Google Ads,2025-08-24,2025-08,2025-09-06,Free,A
2431,India,Bengaluru,Desktop,Email Campaign,2025-03-29,2025-03,2025-04-07,Pro,A
2432,UK,London,Desktop,Organic Search,2025-06-02,2025-06,,Free,A
2433,India,Hyderabad,Tablet,Referral,2025-08-12,2025-08,2025-08-22,Basic,A
2434,India,Mumbai,Mobile,Organic Search,2025-06-06,2025-06,2025-06-18,Free,B
2435,India,Mumbai,Desktop,Organic Search,2025-04-06,2025-04,2025-04-06,Free,A
2436,USA,Austin,Mobile,Google Ads,2025-07-22,2025-07,2025-07-25,Free,B
2437,India,Hyderabad,Mobile,Google Ads,2025-07-31,2025-07,2025-08-13,Pro,B
2438,India,Mumbai,Mobile,Email Campaign,2025-10-17,2025-10,2025-10-23,Basic,B
2439,USA,New York,Desktop,Google Ads,2025-01-29,2025-01,,Basic,A
2440,USA,Austin,Desktop,Referral,2025-09-22,2025-09,2025-09-27,Pro,A
2441,India,Mumbai,Desktop,Organic Search,2025-05-28,2025-05,2025-06-07,Free,B
2442,Canada,Toronto,Desktop,Organic Search,2025-12-21,2025-12,2025-12-23,Free,B
2443,USA,New York,Mobile,Organic Search,2025-09-24,2025-09,2025-10-06,Free,A
2444,Canada,Toronto,Desktop,Organic Search,2025-02-02,2025-02,,Free,A
2445,USA,Austin,Mobile,Email Campaign,2025-10-27,2025-10,2025-10-30,Basic,A
2446,USA,San Francisco,Desktop,Organic Search,2025-01-31,2025-01,2025-02-07,Pro,A
2447,USA,San Francisco,Desktop,Organic Search,2025-06-26,2025-06,,Free,B
2448,Canada,Toronto,Desktop,Organic Search,2025-08-20,2025-08,2025-08-31,Basic,B
2449,India,Bengaluru,Mobile,Organic Search,2025-05-08,2025-05,,Free,B
2450,USA,Austin,Mobile,Referral,2025-07-12,2025-07,2025-07-22,Free,A
2451,India,Hyderabad,Desktop,Referral,2025-10-06,2025-10,2025-10-15,Free,A
2452,Germany,Berlin,Mobile,Email Campaign,2025-03-14,2025-03,2025-03-26,Basic,A
2453,India,Bengaluru,Desktop,Referral,2025-04-12,2025-04,,Free,A
2454,Germany,Munich,Desktop,Referral,2025-01-19,2025-01,,Basic,A
2455,UK,Manchester,Desktop,Email Campaign,2025-11-29,2025-11,2025-12-06,Free,A
2456,India,Hyderabad,Desktop,Organic Search,2025-01-07,2025-01,2025-01-11,Free,A
2457,USA,Austin,Desktop,Organic Search,2025-02-26,2025-02,2025-03-09,Basic,B
2458,India,Mumbai,Desktop,Organic Search,2025-08-27,2025-08,2025-09-10,Free,B
2459,India,Hyderabad,Mobile,Referral,2025-01-27,2025-01,2025-01-28,Free,A
2460,Canada,Vancouver,Desktop,Organic Search,2025-08-26,2025-08,2025-08-28,Free,B
2461,Germany,Berlin,Desktop,Google Ads,2025-05-13,2025-05,,Free,A
2462,USA,Austin,Desktop,Referral,2025-11-11,2025-11,2025-11-14,Pro,A
2463,India,Hyderabad,Desktop,Referral,2025-12-14,2025-12,2025-12-14,Basic,B
2464,Canada,Toronto,Desktop,Google Ads,2025-08-06,2025-08,2025-08-10,Basic,B
2465,UK,Manchester,Desktop,Organic Search,2025-07-18,2025-07,2025-07-20,Basic,A
2466,Germany,Berlin,Mobile,Organic Search,2025-10-21,2025-10,2025-10-31,Free,B
2467,Canada,Vancouver,Desktop,Email Campaign,2025-06-07,2025-06,2025-06-08,Basic,B
2468,India,Mumbai,Desktop,Organic Search,2025-10-30,2025-10,2025-11-10,Free,A
2469,UK,London,Mobile,Organic Search,2025-11-24,2025-11,2025-12-05,Basic,B
2470,UK,Manchester,Mobile,Organic Search,2025-04-15,2025-04,2025-04-20,Basic,B
2471,India,Bengaluru,Desktop,Organic Search,2025-04-01,2025-04,2025-04-02,Free,A
2472,India,Mumbai,Mobile,Organic Search,2025-10-28,2025-10,2025-10-29,Free,A
2473,USA,Austin,Mobile,Organic Search,2025-06-07,2025-06,,Pro,B
2474,Germany,Munich,Mobile,Organic Search,2025-12-22,2025-12,2025-12-25,Free,A
2475,India,Mumbai,Tablet,Referral,2025-08-31,2025-08,,Pro,A
2476,Germany,Berlin,Mobile,Referral,2025-01-28,2025-01,2025-02-10,Free,A
2477,USA,New York,Desktop,Referral,2025-04-03,2025-04,2025-04-13,Basic,A
2478,USA,San Francisco,Mobile,Referral,2025-02-22,2025-02,2025-02-23,Free,A
2479,India,Bengaluru,Desktop,Referral,2025-10-12,2025-10,2025-10-17,Free,B
2480,UK,Manchester,Desktop,Organic Search,2025-09-29,2025-09,2025-10-10,Free,A
2481,USA,San Francisco,Mobile,Organic Search,2025-03-19,2025-03,2025-04-01,Free,A
2482,USA,San Francisco,Desktop,Referral,2025-10-16,2025-10,2025-10-27,Free,A
2483,India,Mumbai,Mobile,Referral,2025-02-16,2025-02,2025-02-27,Free,A
2484,UK,Manchester,Desktop,Google Ads,2025-07-17,2025-07,,Free,B
2485,India,Mumbai,Mobile,Google Ads,2025-01-06,2025-01,2025-01-16,Free,B
2486,UK,Manchester,Desktop,Organic Search,2025-05-23,2025-05,2025-06-01,Pro,A
2487,India,Hyderabad,Mobile,Google Ads,2025-01-17,2025-01,2025-01-26,Free,B
2488,UK,Manchester,Desktop,Organic Search,2025-08-24,2025-08,2025-08-27,Free,A
2489,Canada,Vancouver,Tablet,Organic Search,2025-08-16,2025-08,2025-08-27,Basic,B
2490,USA,New York,Desktop,Google Ads,2025-04-18,2025-04,2025-05-02,Free,B
2491,India,Hyderabad,Mobile,Organic Search,2025-10-22,2025-10,2025-10-29,Free,A
2492,USA,Austin,Mobile,Google Ads,2025-11-15,2025-11,2025-11-16,Basic,B
2493,UK,London,Desktop,Organic Search,2025-12-13,2025-12,2025-12-27,Free,B
2494,USA,San Francisco,Mobile,Organic Search,2025-07-27,2025-07,2025-07-27,Free,A
2495,India,Mumbai,Mobile,Organic Search,2025-05-27,2025-05,2025-06-01,Free,A
2496,Canada,Toronto,Desktop,Referral,2025-01-27,2025-01,2025-02-04,Free,A
2497,USA,Austin,Mobile,Referral,2025-03-19,2025-03,2025-03-20,Free,B
2498,Canada,Vancouver,Mobile,Organic Search,2025-02-11,2025-02,,Free,A
2499,USA,San Francisco,Mobile,Organic Search,2025-02-03,2025-02,2025-02-15,Free,A
2500,India,Bengaluru,Mobile,Google Ads,2025-05-15,2025-05,2025-05-28,Free,B
2501,India,Bengaluru,Mobile,Referral,2025-11-09,2025-11,2025-11-12,Free,A
2502,UK,Manchester,Desktop,Referral,2025-08-23,2025-08,2025-08-25,Free,B
2503,USA,Austin,Mobile,Referral,2025-09-09,2025-09,2025-09-19,Free,B
2504,USA,Austin,Mobile,Organic Search,2025-01-09,2025-01,2025-01-12,Free,B
2505,Canada,Toronto,Desktop,Google Ads,2025-03-20,2025-03,2025-03-28,Free,B
2506,Canada,Toronto,Desktop,Organic Search,2025-08-19,2025-08,2025-09-01,Free,A
2507,Germany,Munich,Desktop,Referral,2025-03-31,2025-03,2025-04-07,Free,B
2508,UK,London,Mobile,Organic Search,2025-01-27,2025-01,2025-02-08,Basic,A
2509,USA,Austin,Mobile,Google Ads,2025-01-29,2025-01,2025-02-09,Free,A
2510,UK,London,Mobile,Organic Search,2025-03-05,2025-03,2025-03-17,Free,B
2511,India,Bengaluru,Mobile,Google Ads,2025-09-05,2025-09,2025-09-09,Pro,B
2512,Germany,Berlin,Desktop,Organic Search,2025-01-29,2025-01,2025-01-31,Free,B
2513,Canada,Vancouver,Desktop,Google Ads,2025-06-10,2025-06,2025-06-17,Basic,A
2514,Germany,Berlin,Desktop,Organic Search,2025-01-10,2025-01,2025-01-22,Basic,A
2515,USA,Austin,Mobile,Google Ads,2025-11-09,2025-11,2025-11-20,Free,A
2516,India,Hyderabad,Desktop,Referral,2025-08-05,2025-08,2025-08-16,Free,B
2517,USA,Austin,Desktop,Google Ads,2025-03-16,2025-03,2025-03-17,Free,A
2518,India,Hyderabad,Desktop,Organic Search,2025-12-20,2025-12,2025-12-20,Free,B
2519,USA,Austin,Desktop,Google Ads,2025-09-28,2025-09,,Basic,B
2520,Germany,Berlin,Mobile,Email Campaign,2025-11-26,2025-11,2025-11-27,Free,B
2521,Canada,Toronto,Mobile,Referral,2025-03-20,2025-03,2025-03-24,Free,A
2522,UK,London,Desktop,Organic Search,2025-02-07,2025-02,2025-02-08,Free,A
2523,USA,Austin,Desktop,Email Campaign,2025-08-02,2025-08,2025-08-15,Basic,A
2524,India,Bengaluru,Desktop,Organic Search,2025-12-29,2025-12,2025-12-31,Free,A
2525,India,Hyderabad,Desktop,Referral,2025-09-16,2025-09,2025-09-25,Basic,A
2526,India,Hyderabad,Desktop,Organic Search,2025-06-24,2025-06,2025-07-07,Free,B
2527,USA,San Francisco,Desktop,Organic Search,2025-08-09,2025-08,2025-08-10,Basic,A
2528,USA,San Francisco,Desktop,Referral,2025-07-31,2025-07,2025-07-31,Free,A
2529,India,Mumbai,Mobile,Google Ads,2025-09-09,2025-09,2025-09-18,Free,B
2530,India,Mumbai,Desktop,Referral,2025-11-17,2025-11,2025-11-18,Free,B
2531,India,Bengaluru,Desktop,Organic Search,2025-09-21,2025-09,2025-09-28,Free,A
2532,India,Bengaluru,Desktop,Referral,2025-09-19,2025-09,2025-09-23,Free,B
2533,UK,Manchester,Desktop,Organic Search,2025-11-11,2025-11,2025-11-18,Free,B
2534,Germany,Munich,Mobile,Referral,2025-09-02,2025-09,2025-09-11,Free,B
2535,USA,San Francisco,Desktop,Organic Search,2025-04-27,2025-04,2025-05-04,Basic,B
2536,USA,New York,Mobile,Organic Search,2025-09-21,2025-09,2025-09-25,Free,B
2537,India,Bengaluru,Desktop,Google Ads,2025-05-21,2025-05,2025-05-26,Free,A
2538,Canada,Toronto,Mobile,Organic Search,2025-03-29,2025-03,2025-04-07,Free,A
2539,Germany,Munich,Mobile,Organic Search,2025-05-28,2025-05,2025-06-09,Free,B
2540,USA,Austin,Desktop,Email Campaign,2025-09-22,2025-09,2025-09-25,Pro,A
2541,UK,London,Desktop,Google Ads,2025-10-05,2025-10,2025-10-07,Free,A
2542,USA,Austin,Mobile,Organic Search,2025-05-11,2025-05,2025-05-12,Free,A
2543,USA,New York,Desktop,Referral,2025-04-09,2025-04,2025-04-10,Basic,A
2544,Germany,Munich,Desktop,Organic Search,2025-10-10,2025-10,2025-10-23,Free,A
2545,India,Bengaluru,Mobile,Referral,2025-12-07,2025-12,2025-12-15,Free,A
2546,India,Hyderabad,Desktop,Organic Search,2025-01-11,2025-01,,Free,B
2547,India,Mumbai,Mobile,Google Ads,2025-03-08,2025-03,,Pro,B
2548,UK,London,Mobile,Organic Search,2025-12-09,2025-12,2025-12-12,Free,B
2549,India,Hyderabad,Desktop,Google Ads,2025-06-23,2025-06,2025-06-24,Free,B
2550,USA,San Francisco,Desktop,Referral,2025-10-28,2025-10,,Free,A
2551,India,Bengaluru,Mobile,Referral,2025-11-28,2025-11,2025-12-05,Free,B
2552,USA,San Francisco,Mobile,Google Ads,2025-01-20,2025-01,2025-01-22,Basic,A
2553,USA,New York,Mobile,Organic Search,2025-03-19,2025-03,2025-04-02,Basic,A
2554,USA,New York,Desktop,Email Campaign,2025-03-01,2025-03,2025-03-01,Basic,A
2555,USA,New York,Desktop,Google Ads,2025-12-10,2025-12,2025-12-13,Pro,B
2556,UK,Manchester,Desktop,Referral,2025-10-17,2025-10,2025-10-21,Basic,A
2557,India,Bengaluru,Desktop,Organic Search,2025-08-13,2025-08,,Free,B
2558,UK,Manchester,Mobile,Google Ads,2025-08-12,2025-08,,Free,A
2559,USA,San Francisco,Mobile,Google Ads,2025-06-03,2025-06,2025-06-12,Free,B
2560,USA,San Francisco,Desktop,Referral,2025-04-11,2025-04,2025-04-17,Free,B
2561,USA,New York,Desktop,Organic Search,2025-02-07,2025-02,2025-02-08,Free,A
2562,USA,New York,Desktop,Google Ads,2025-02-18,2025-02,,Free,B
2563,Germany,Munich,Mobile,Organic Search,2025-01-22,2025-01,,Basic,B
2564,USA,New York,Mobile,Organic Search,2025-03-09,2025-03,2025-03-13,Free,B
2565,India,Mumbai,Desktop,Organic Search,2025-06-06,2025-06,2025-06-17,Free,B
2566,Canada,Vancouver,Mobile,Google Ads,2025-09-24,2025-09,2025-10-02,Free,A
2567,USA,New York,Desktop,Email Campaign,2025-12-12,2025-12,2025-12-18,Pro,B
